id,project_a,project_b,weight_a,weight_b,project_a_star_count,project_a_fork_count,project_a_watcher_count,project_a_contributors_count,project_a_Readme_score,project_a_technical_innovation,project_a_community_engagement,project_a_accessibility,project_b_star_count,project_b_fork_count,project_b_watcher_count,project_b_contributors_count,project_b_Readme_score,project_b_technical_innovation,project_b_community_engagement,project_b_accessibility
2965,https://github.com/nodeca/js-yaml,https://github.com/alexeyraspopov/picocolors,0.94736842110,0.05263157890,6.3k,776,75,73,4.5,4.0,3.5,4.0,1.4k,45,10,13,4.5,4.0,3.5,4.0
2966,https://github.com/formatjs/formatjs,https://github.com/ethers-io/ethers.js,0.39230769230,0.60769230770,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2967,https://github.com/formatjs/formatjs,https://github.com/facebook/react,0.40697967800,0.59302032200,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2968,https://github.com/formatjs/formatjs,https://github.com/axios/axios,0.12805241215,0.87194758785,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
2969,https://github.com/formatjs/formatjs,https://github.com/browserslist/browserslist,0.21581402280,0.78418597720,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
2970,https://github.com/formatjs/formatjs,https://github.com/epoberezkin/fast-deep-equal,0.14431155608,0.85568844392,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
2974,https://github.com/formatjs/formatjs,https://github.com/clap-rs/clap,0.24917461725,0.75082538275,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
2975,https://github.com/formatjs/formatjs,https://github.com/babel/babel,0.00492758593,0.99507241407,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2976,https://github.com/formatjs/formatjs,https://github.com/ajv-validator/ajv,0.05704113053,0.94295886947,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
2977,https://github.com/formatjs/formatjs,https://github.com/chzyer/readline,0.95923813025,0.04076186975,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
2978,https://github.com/formatjs/formatjs,https://github.com/electron/electron,0.13787657921,0.86212342079,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
2979,https://github.com/formatjs/formatjs,https://github.com/boa-dev/boa,0.33210579180,0.66789420820,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
2982,https://github.com/formatjs/formatjs,https://github.com/dcodeio/long.js,0.00550463766,0.99449536234,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
2984,https://github.com/yahoo/serialize-javascript,https://github.com/level/levelup,0.99967210750,0.00032789250,2.8k,182,36,27,4.5,4.0,3.5,4.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
2985,https://github.com/yahoo/serialize-javascript,https://github.com/nodeca/js-yaml,0.99916869160,0.00083130840,2.8k,182,36,27,4.5,4.0,3.5,4.0,6.3k,776,75,73,4.5,4.0,3.5,4.0
2986,https://github.com/yahoo/serialize-javascript,https://github.com/inikulin/parse5,0.99988001440,0.00011998560,2.8k,182,36,27,4.5,4.0,3.5,4.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
2987,https://github.com/yahoo/serialize-javascript,https://github.com/lukeed/polka,0.93283582090,0.06716417910,2.8k,182,36,27,4.5,4.0,3.5,4.0,5.4k,173,69,13,4.5,4.0,3.5,4.0
2988,https://github.com/yahoo/serialize-javascript,https://github.com/sindresorhus/type-fest,0.84000295680,0.15999704320,2.8k,182,36,27,4.5,4.0,3.5,4.0,14.7k,570,52,181,4.5,4.8,4.2,4.0
2989,https://github.com/yahoo/serialize-javascript,https://github.com/babel/babel,0.78073276450,0.21926723550,2.8k,182,36,27,4.5,4.0,3.5,4.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
2991,https://github.com/yahoo/serialize-javascript,https://github.com/go-task/slim-sprig,0.99921661420,0.00078338580,2.8k,182,36,27,4.5,4.0,3.5,4.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
2992,https://github.com/yahoo/serialize-javascript,https://github.com/ethers-io/ethers.js,0.99760574620,0.00239425380,2.8k,182,36,27,4.5,4.0,3.5,4.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
2993,https://github.com/yahoo/serialize-javascript,https://github.com/facebook/react,0.99963213540,0.00036786460,2.8k,182,36,27,4.5,4.0,3.5,4.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
2998,https://github.com/yahoo/serialize-javascript,https://github.com/import-js/eslint-plugin-import,0.99641291350,0.00358708650,2.8k,182,36,27,4.5,4.0,3.5,4.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
3000,https://github.com/yahoo/serialize-javascript,https://github.com/webpack/webpack,0.79414492830,0.20585507170,2.8k,182,36,27,4.5,4.0,3.5,4.0,64.9k,8.9k,1.5k,810,4.5,5,4.8,4.2
3003,https://github.com/yahoo/serialize-javascript,https://github.com/dcodeio/long.js,0.77575667310,0.22424332690,2.8k,182,36,27,4.5,4.0,3.5,4.0,892,206,23,17,4.5,4.0,3.5,3.0
3004,https://github.com/yahoo/serialize-javascript,https://github.com/node-fetch/node-fetch,0.99582549950,0.00417450050,2.8k,182,36,27,4.5,4.0,3.5,4.0,8.8k,1k,89,119,4.5,4.0,4.0,4.0
3005,https://github.com/yahoo/serialize-javascript,https://github.com/streetsidesoftware/cspell,0.99948027030,0.00051972970,2.8k,182,36,27,4.5,4.0,3.5,4.0,1.3k,103,13,69,4.5,4.0,4.0,4.0
3006,https://github.com/yahoo/serialize-javascript,https://github.com/immerjs/immer,0.99940035980,0.00059964020,2.8k,182,36,27,4.5,4.0,3.5,4.0,28k,852,155,188,4.5,4.8,4.2,4.0
3007,https://github.com/yahoo/serialize-javascript,https://github.com/salesforce/tough-cookie,0.86206896550,0.13793103450,2.8k,182,36,27,4.5,4.0,3.5,4.0,980,227,50,38,4.5,4.0,3.5,4.0
3009,https://github.com/yahoo/serialize-javascript,https://github.com/ajv-validator/ajv,0.96788930440,0.03211069560,2.8k,182,36,27,4.5,4.0,3.5,4.0,14k,886,112,207,4.5,4.8,4.2,4.0
3010,https://github.com/yahoo/serialize-javascript,https://github.com/swc-project/swc,0.97264910710,0.02735089290,2.8k,182,36,27,4.5,4.0,3.5,4.0,31.5k,1.2k,153,304,4.5,4.8,4.2,4.0
3011,https://github.com/yahoo/serialize-javascript,https://github.com/pandas-dev/pandas,0.97891802150,0.02108197850,2.8k,182,36,27,4.5,4.0,3.5,4.0,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6
3015,https://github.com/yahoo/serialize-javascript,https://github.com/gulpjs/gulp,0.98093840490,0.01906159510,2.8k,182,36,27,4.5,4.0,3.5,4.0,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
3016,https://github.com/yahoo/serialize-javascript,https://github.com/webdriverio/webdriverio,0.99864184710,0.00135815290,2.8k,182,36,27,4.5,4.0,3.5,4.0,9.2k,2.5k,215,611,4.5,4.8,4.7,4.6
3017,https://github.com/yahoo/serialize-javascript,https://github.com/sheetjs/js-crc32,0.99971208290,0.00028791710,2.8k,182,36,27,4.5,4.0,3.5,4.0,345,37,10,6,4.5,3.5,3.0,4.0
3020,https://github.com/yahoo/serialize-javascript,https://github.com/kaelzhang/node-ignore,0.99998400030,0.00001599970,2.8k,182,36,27,4.5,4.0,3.5,4.0,454,47,10,20,4.5,4.0,3.5,3.0
3021,https://github.com/yahoo/serialize-javascript,https://github.com/tokio-rs/tokio,0.86919033180,0.13080966820,2.8k,182,36,27,4.5,4.0,3.5,4.0,27.7k,2.5k,315,855,4.5,4.8,4.7,4.3
3022,https://github.com/yahoo/serialize-javascript,https://github.com/browserslist/browserslist,0.99409112240,0.00590887760,2.8k,182,36,27,4.5,4.0,3.5,4.0,13.1k,721,140,179,4.5,4.0,4.0,3.5
3023,https://github.com/yahoo/serialize-javascript,https://github.com/redux-saga/redux-saga,0.98532263400,0.01467736600,2.8k,182,36,27,4.5,4.0,3.5,4.0,22.5k,2k,249,322,4.5,4.8,4.2,4.0
3026,https://github.com/yahoo/serialize-javascript,https://github.com/reactivex/rxjs,0.99960015990,0.00039984010,2.8k,182,36,27,4.5,4.0,3.5,4.0,30.9k,3k,449,538,4.5,4.8,4.7,4.3
3027,https://github.com/yahoo/serialize-javascript,https://github.com/cssnano/cssnano,0.99964012960,0.00035987040,2.8k,182,36,27,4.5,4.0,3.5,4.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
3029,https://github.com/yahoo/serialize-javascript,https://github.com/emotion-js/emotion,0.96449873070,0.03550126930,2.8k,182,36,27,4.5,4.0,3.5,4.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
3030,https://github.com/yahoo/serialize-javascript,https://github.com/vercel/swr,0.98814229250,0.01185770750,2.8k,182,36,27,4.5,4.0,3.5,4.0,30.9k,1.2k,209,183,4.5,4.8,4.2,4.0
3031,https://github.com/yahoo/serialize-javascript,https://github.com/epoberezkin/fast-deep-equal,0.99555583870,0.00444416130,2.8k,182,36,27,4.5,4.0,3.5,4.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
3033,https://github.com/yahoo/serialize-javascript,https://github.com/typescript-eslint/typescript-eslint,0.96899975970,0.03100024030,2.8k,182,36,27,4.5,4.0,3.5,4.0,15.4k,2.8k,90,701,4.5,4.8,4.7,4.3
3035,https://github.com/yahoo/serialize-javascript,https://github.com/axios/axios,0.98830635920,0.01169364080,2.8k,182,36,27,4.5,4.0,3.5,4.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
3038,https://github.com/yahoo/serialize-javascript,https://github.com/chzyer/readline,0.99993600410,0.00006399590,2.8k,182,36,27,4.5,4.0,3.5,4.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
3040,https://github.com/yahoo/serialize-javascript,https://github.com/boa-dev/boa,0.99581756620,0.00418243380,2.8k,182,36,27,4.5,4.0,3.5,4.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
3041,https://github.com/yahoo/serialize-javascript,https://github.com/postcss/postcss,0.99155984260,0.00844015740,2.8k,182,36,27,4.5,4.0,3.5,4.0,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0
3042,https://github.com/mmcloughlin/addchain,https://github.com/eslint/eslint,0.20836371970,0.79163628030,188,14,7,2,4.5,4.8,3.5,3.8,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
3043,https://github.com/mmcloughlin/addchain,https://github.com/level/levelup,0.99591674140,0.00408325860,188,14,7,2,4.5,4.8,3.5,3.8,4.1k,267,91,42,4.5,4.0,3.5,3.0
3044,https://github.com/mmcloughlin/addchain,https://github.com/inikulin/parse5,0.99850224660,0.00149775340,188,14,7,2,4.5,4.8,3.5,3.8,3.7k,238,43,38,4.5,4.8,3.5,4.0
3045,https://github.com/mmcloughlin/addchain,https://github.com/lukeed/polka,0.52631578950,0.47368421050,188,14,7,2,4.5,4.8,3.5,3.8,5.4k,173,69,13,4.5,4.0,3.5,4.0
3048,https://github.com/mmcloughlin/addchain,https://github.com/ethers-io/ethers.js,0.97087378640,0.02912621360,188,14,7,2,4.5,4.8,3.5,3.8,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
3049,https://github.com/mmcloughlin/addchain,https://github.com/facebook/react,0.99542106310,0.00457893690,188,14,7,2,4.5,4.8,3.5,3.8,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
3051,https://github.com/mmcloughlin/addchain,https://github.com/floating-ui/floating-ui,0.69473391690,0.30526608310,188,14,7,2,4.5,4.8,3.5,3.8,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
3052,https://github.com/mmcloughlin/addchain,https://github.com/debug-js/debug,0.94375235940,0.05624764060,188,14,7,2,4.5,4.8,3.5,3.8,11.2k,945,139,116,4.5,4.0,4.0,4.0
3054,https://github.com/mmcloughlin/addchain,https://github.com/getsentry/sentry-javascript,0.23780081800,0.76219918200,188,14,7,2,4.5,4.8,3.5,3.8,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
3055,https://github.com/mmcloughlin/addchain,https://github.com/dcodeio/long.js,0.21676457200,0.78323542800,188,14,7,2,4.5,4.8,3.5,3.8,892,206,23,17,4.5,4.0,3.5,3.0
3056,https://github.com/mmcloughlin/addchain,https://github.com/immerjs/immer,0.99255583130,0.00744416870,188,14,7,2,4.5,4.8,3.5,3.8,28k,852,155,188,4.5,4.8,4.2,4.0
3057,https://github.com/mmcloughlin/addchain,https://github.com/ajv-validator/ajv,0.70686364600,0.29313635400,188,14,7,2,4.5,4.8,3.5,3.8,14k,886,112,207,4.5,4.8,4.2,4.0
3061,https://github.com/mmcloughlin/addchain,https://github.com/gulpjs/gulp,0.80456995740,0.19543004260,188,14,7,2,4.5,4.8,3.5,3.8,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
3062,https://github.com/mmcloughlin/addchain,https://github.com/humanwhocodes/object-schema,0.89678055780,0.10321944220,188,14,7,2,4.5,4.8,3.5,3.8,32,7,2,3,4.0,3.5,2.5,3.0
3063,https://github.com/mmcloughlin/addchain,https://github.com/kaelzhang/node-ignore,0.99980004000,0.00019996000,188,14,7,2,4.5,4.8,3.5,3.8,454,47,10,20,4.5,4.0,3.5,3.0
3064,https://github.com/mmcloughlin/addchain,https://github.com/browserslist/browserslist,0.93083868570,0.06916131430,188,14,7,2,4.5,4.8,3.5,3.8,13.1k,721,140,179,4.5,4.0,4.0,3.5
3065,https://github.com/mmcloughlin/addchain,https://github.com/mattn/go-isatty,0.98863074640,0.01136925360,188,14,7,2,4.5,4.8,3.5,3.8,845,108,12,29,4.0,3.5,3.0,3.5
3066,https://github.com/mmcloughlin/addchain,https://github.com/cssnano/cssnano,0.99552015930,0.00447984070,188,14,7,2,4.5,4.8,3.5,3.8,4.8k,319,49,109,4.5,4.0,4.0,4.0
3067,https://github.com/mmcloughlin/addchain,https://github.com/emotion-js/emotion,0.68488459690,0.31511540310,188,14,7,2,4.5,4.8,3.5,3.8,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
3068,https://github.com/mmcloughlin/addchain,https://github.com/epoberezkin/fast-deep-equal,0.94714908130,0.05285091870,188,14,7,2,4.5,4.8,3.5,3.8,1.9k,106,14,13,4.5,4.0,3.5,4.0
3070,https://github.com/mmcloughlin/addchain,https://github.com/chzyer/readline,0.99920063950,0.00079936050,188,14,7,2,4.5,4.8,3.5,3.8,2.1k,280,41,38,4.0,4.5,3.5,3.0
3071,https://github.com/mmcloughlin/addchain,https://github.com/heim-rs/darwin-libproc,0.99960015990,0.00039984010,188,14,7,2,4.5,4.8,3.5,3.8,8,22,2,Not explicitly provided in the information.,3.5,3.0,2.5,3.0
3073,https://github.com/kaelzhang/node-ignore,https://github.com/eslint/eslint,0.00003915000,0.99996085000,454,47,10,20,4.5,4.0,3.5,3.0,25.4k,4.6k,315,"1,035",4.5,4.8,4.7,4.3
3074,https://github.com/kaelzhang/node-ignore,https://github.com/inikulin/parse5,0.09007352940,0.90992647060,454,47,10,20,4.5,4.0,3.5,3.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
3075,https://github.com/kaelzhang/node-ignore,https://github.com/babel/babel,0.00004580000,0.99995420000,454,47,10,20,4.5,4.0,3.5,3.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
3076,https://github.com/kaelzhang/node-ignore,https://github.com/go-task/slim-sprig,0.01083612040,0.98916387960,454,47,10,20,4.5,4.0,3.5,3.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
3079,https://github.com/kaelzhang/node-ignore,https://github.com/clap-rs/clap,0.00174596546,0.99825403454,454,47,10,20,4.5,4.0,3.5,3.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
3080,https://github.com/kaelzhang/node-ignore,https://github.com/floating-ui/floating-ui,0.00043064897,0.99956935103,454,47,10,20,4.5,4.0,3.5,3.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
3082,https://github.com/kaelzhang/node-ignore,https://github.com/import-js/eslint-plugin-import,0.00331614214,0.99668385786,454,47,10,20,4.5,4.0,3.5,3.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
3083,https://github.com/kaelzhang/node-ignore,https://github.com/getsentry/sentry-javascript,0.00006240000,0.99993760000,454,47,10,20,4.5,4.0,3.5,3.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
3085,https://github.com/kaelzhang/node-ignore,https://github.com/immerjs/immer,0.01956596035,0.98043403964,454,47,10,20,4.5,4.0,3.5,3.0,28k,852,155,188,4.5,4.8,4.2,4.0
3087,https://github.com/kaelzhang/node-ignore,https://github.com/jedisct1/go-minisign,0.00163547048,0.99836452952,454,47,10,20,4.5,4.0,3.5,3.0,113,12,5,3,3.5,3.0,2.5,3.0
3088,https://github.com/kaelzhang/node-ignore,https://github.com/formatjs/formatjs,0.00990099010,0.99009900990,454,47,10,20,4.5,4.0,3.5,3.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
3089,https://github.com/kaelzhang/node-ignore,https://github.com/electron/electron,0.00117620401,0.99882379599,454,47,10,20,4.5,4.0,3.5,3.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
3093,https://github.com/kaelzhang/node-ignore,https://github.com/cssnano/cssnano,0.03913373860,0.96086626140,454,47,10,20,4.5,4.0,3.5,3.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
3094,https://github.com/kaelzhang/node-ignore,https://github.com/emotion-js/emotion,0.00030571388,0.99969428612,454,47,10,20,4.5,4.0,3.5,3.0,17.6k,1.1k,96,319,4.5,4.8,4.2,4.0
3096,https://github.com/kaelzhang/node-ignore,https://github.com/axios/axios,0.00096175240,0.99903824760,454,47,10,20,4.5,4.0,3.5,3.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
3100,https://github.com/kaelzhang/node-ignore,https://github.com/brooooooklyn/snappy,0.00099403579,0.99900596421,454,47,10,20,4.5,4.0,3.5,3.0,168,10,4,6,4.0,4.5,3.5,3.0
3102,https://github.com/tklauser/go-sysconf,https://github.com/level/levelup,0.99593374990,0.00406625010,140,27,5,5,4.0,3.5,2.5,3.0,4.1k,267,91,42,4.5,4.0,3.5,3.0
3104,https://github.com/tklauser/go-sysconf,https://github.com/inikulin/parse5,0.99850850150,0.00149149850,140,27,5,5,4.0,3.5,2.5,3.0,3.7k,238,43,38,4.5,4.8,3.5,4.0
3105,https://github.com/tklauser/go-sysconf,https://github.com/lukeed/polka,0.52736057140,0.47263942860,140,27,5,5,4.0,3.5,2.5,3.0,5.4k,173,69,13,4.5,4.0,3.5,4.0
3106,https://github.com/tklauser/go-sysconf,https://github.com/sindresorhus/type-fest,0.29665297920,0.70334702080,140,27,5,5,4.0,3.5,2.5,3.0,14.7k,570,52,181,4.5,4.8,4.2,4.0
3107,https://github.com/tklauser/go-sysconf,https://github.com/babel/babel,0.22242402760,0.77757597240,140,27,5,5,4.0,3.5,2.5,3.0,43.4k,5.7k,804,"1,091",4.5,4.8,4.7,4.3
3108,https://github.com/tklauser/go-sysconf,https://github.com/go-task/slim-sprig,0.99033530570,0.00966469430,140,27,5,5,4.0,3.5,2.5,3.0,63,15,4,Not provided,3.5,3.0,2.5,3.0
3109,https://github.com/tklauser/go-sysconf,https://github.com/ethers-io/ethers.js,0.97099207120,0.02900792880,140,27,5,5,4.0,3.5,2.5,3.0,8.1k,1.9k,104,Not explicitly provided in the information.,4.5,4.8,4.2,4.0
3110,https://github.com/tklauser/go-sysconf,https://github.com/facebook/react,0.99544012690,0.00455987310,140,27,5,5,4.0,3.5,2.5,3.0,231k,47.4k,6.6k,"1,681",4.5,5,4.8,4.7
3111,https://github.com/tklauser/go-sysconf,https://github.com/mochajs/mocha,0.64063795850,0.35936204150,140,27,5,5,4.0,3.5,2.5,3.0,22.7k,3k,398,503,4.5,4.0,4.5,4.0
3112,https://github.com/tklauser/go-sysconf,https://github.com/clap-rs/clap,0.89764905690,0.10235094310,140,27,5,5,4.0,3.5,2.5,3.0,14.6k,1.1k,69,517,4.5,4.8,4.2,4.0
3113,https://github.com/tklauser/go-sysconf,https://github.com/floating-ui/floating-ui,0.69562205600,0.30437794400,140,27,5,5,4.0,3.5,2.5,3.0,30.5k,1.6k,257,112,4.5,4.7,4.2,4.0
3114,https://github.com/tklauser/go-sysconf,https://github.com/debug-js/debug,0.94397443130,0.05602556870,140,27,5,5,4.0,3.5,2.5,3.0,11.2k,945,139,116,4.5,4.0,4.0,4.0
3115,https://github.com/tklauser/go-sysconf,https://github.com/import-js/eslint-plugin-import,0.95711017920,0.04288982080,140,27,5,5,4.0,3.5,2.5,3.0,5.6k,1.6k,37,363,4.5,4.0,4.2,4.0
3116,https://github.com/tklauser/go-sysconf,https://github.com/getsentry/sentry-javascript,0.23856131520,0.76143868480,140,27,5,5,4.0,3.5,2.5,3.0,8.1k,1.6k,125,540,4.5,4.8,4.2,4.0
3118,https://github.com/tklauser/go-sysconf,https://github.com/rollup/rollup,0.77718442840,0.22281557160,140,27,5,5,4.0,3.5,2.5,3.0,25.5k,1.5k,257,395,4.5,4.8,4.2,4.0
3119,https://github.com/tklauser/go-sysconf,https://github.com/dcodeio/long.js,0.21747698970,0.78252301030,140,27,5,5,4.0,3.5,2.5,3.0,892,206,23,17,4.5,4.0,3.5,3.0
3120,https://github.com/tklauser/go-sysconf,https://github.com/node-fetch/node-fetch,0.95040696570,0.04959303430,140,27,5,5,4.0,3.5,2.5,3.0,8.8k,1k,89,119,4.5,4.0,4.0,4.0
3121,https://github.com/tklauser/go-sysconf,https://github.com/streetsidesoftware/cspell,0.99356881370,0.00643118630,140,27,5,5,4.0,3.5,2.5,3.0,1.3k,103,13,69,4.5,4.0,4.0,4.0
3124,https://github.com/tklauser/go-sysconf,https://github.com/rich-harris/magic-string,0.99801232360,0.00198767640,140,27,5,5,4.0,3.5,2.5,3.0,2.4k,115,15,55,4.5,4.0,3.5,4.0
3125,https://github.com/tklauser/go-sysconf,https://github.com/ajv-validator/ajv,0.70773134120,0.29226865880,140,27,5,5,4.0,3.5,2.5,3.0,14k,886,112,207,4.5,4.8,4.2,4.0
3127,https://github.com/tklauser/go-sysconf,https://github.com/pandas-dev/pandas,0.78859745560,0.21140254440,140,27,5,5,4.0,3.5,2.5,3.0,44.3k,18.1k,1.1k,"3,391",4.5,4.8,4.7,4.6
3128,https://github.com/tklauser/go-sysconf,https://github.com/jedisct1/go-minisign,0.93440029780,0.06559970220,140,27,5,5,4.0,3.5,2.5,3.0,113,12,5,3,3.5,3.0,2.5,3.0
3129,https://github.com/tklauser/go-sysconf,https://github.com/formatjs/formatjs,0.98047256400,0.01952743600,140,27,5,5,4.0,3.5,2.5,3.0,14.4k,1.4k,131,305,4.5,4.0,4.5,4.0
3130,https://github.com/tklauser/go-sysconf,https://github.com/electron/electron,0.84386554620,0.15613445380,140,27,5,5,4.0,3.5,2.5,3.0,115k,15.7k,2.8k,"1,291",4.5,4.8,4.7,4.6
3133,https://github.com/tklauser/go-sysconf,https://github.com/humanwhocodes/object-schema,0.89716787280,0.10283212720,140,27,5,5,4.0,3.5,2.5,3.0,32,7,2,3,4.0,3.5,2.5,3.0
3135,https://github.com/tklauser/go-sysconf,https://github.com/kaelzhang/node-ignore,0.99980087610,0.00019912390,140,27,5,5,4.0,3.5,2.5,3.0,454,47,10,20,4.5,4.0,3.5,3.0
3137,https://github.com/tklauser/go-sysconf,https://github.com/redux-saga/redux-saga,0.84358198920,0.15641801080,140,27,5,5,4.0,3.5,2.5,3.0,22.5k,2k,249,322,4.5,4.8,4.2,4.0
3138,https://github.com/tklauser/go-sysconf,https://github.com/mattn/go-isatty,0.98867775920,0.01132224080,140,27,5,5,4.0,3.5,2.5,3.0,845,108,12,29,4.0,3.5,3.0,3.5
3140,https://github.com/tklauser/go-sysconf,https://github.com/reactivex/rxjs,0.99504558070,0.00495441930,140,27,5,5,4.0,3.5,2.5,3.0,30.9k,3k,449,538,4.5,4.8,4.7,4.3
3141,https://github.com/tklauser/go-sysconf,https://github.com/cssnano/cssnano,0.99553881230,0.00446118770,140,27,5,5,4.0,3.5,2.5,3.0,4.8k,319,49,109,4.5,4.0,4.0,4.0
3142,https://github.com/tklauser/go-sysconf,https://github.com/pytest-dev/pytest,0.60070586830,0.39929413170,140,27,5,5,4.0,3.5,2.5,3.0,12.3k,2.7k,196,875,4.5,4.8,4.7,4.6
3144,https://github.com/tklauser/go-sysconf,https://github.com/epoberezkin/fast-deep-equal,0.94735849060,0.05264150940,140,27,5,5,4.0,3.5,2.5,3.0,1.9k,106,14,13,4.5,4.0,3.5,4.0
3145,https://github.com/tklauser/go-sysconf,https://github.com/pion/webrtc,0.97099207120,0.02900792880,140,27,5,5,4.0,3.5,2.5,3.0,14.1k,1.7k,261,203,4.5,4.8,4.7,4.3
3147,https://github.com/tklauser/go-sysconf,https://github.com/axios/axios,0.87162572690,0.12837427310,140,27,5,5,4.0,3.5,2.5,3.0,106k,11k,1.2k,454,4.5,4.8,4.7,4.3
3149,https://github.com/tklauser/go-sysconf,https://github.com/chzyer/readline,0.99920398010,0.00079601990,140,27,5,5,4.0,3.5,2.5,3.0,2.1k,280,41,38,4.0,4.5,3.5,3.0
3151,https://github.com/tklauser/go-sysconf,https://github.com/boa-dev/boa,0.95031702470,0.04968297530,140,27,5,5,4.0,3.5,2.5,3.0,5.4k,411,47,177,4.5,4.8,4.2,4.0
3152,https://github.com/tklauser/go-sysconf,https://github.com/postcss/postcss,0.90419593010,0.09580406990,140,27,5,5,4.0,3.5,2.5,3.0,28.6k,1.6k,506,385,4.5,4.8,4.2,4.0
3153,https://github.com/vitest-dev/vitest,https://github.com/pytest-dev/pytest,0.21282153412,0.78717846588,13.6k,1.2k,53,554,4.5,4.8,4.7,4.3,12.3k,2.7k,196,875,4.5,4.8,4.7,4.6
3154,https://github.com/vitest-dev/vitest,https://github.com/numpy/numpy,0.14831427077,0.85168572923,13.6k,1.2k,53,554,4.5,4.8,4.7,4.3,28.6k,10.3k,599,"1,718",4.5,4.8,4.7,4.3
3155,https://github.com/vitest-dev/vitest,https://github.com/gulpjs/gulp,0.21610620505,0.78389379495,13.6k,1.2k,53,554,4.5,4.8,4.7,4.3,33.1k,4.2k,1k,246,4.5,4.0,4.5,4.0
